city,date,count,sum,mean,median,max,min
漯河市,20200214,28,244192.63814462692,8721.16564802239,4184.8688870218175,77245.79444129804,2685.5851021121084
漯河市,20200215,28,258969.1795309748,9248.899268963385,4640.341966171591,79286.79848724905,3000.719802449144
漯河市,20200216,28,262301.09304700413,9367.896180250147,4678.714214095893,80639.47295259744,3044.0544181989644
漯河市,20200217,28,263437.18299652525,9408.470821304474,4630.5109779668,81815.63419794744,2986.0930002732493
漯河市,20200218,28,257712.40611474964,9204.0145040982,4405.156855032526,81712.44652133262,2848.564723234281
漯河市,20200219,28,260947.92315121097,9319.56868397182,4365.901816783848,84009.42179370974,2828.935132031536
漯河市,20200220,28,249290.37810251833,8903.227789375655,4165.948960805943,80312.1402350054,2692.015339284088
漯河市,20200221,28,248244.72935274144,8865.883191169338,4158.8942351393725,79819.1683524964,2678.7933682256435
漯河市,20200222,28,245830.2738162458,8779.652636294493,4083.16235848146,79574.44745314751,2650.3388767133697
漯河市,20200223,28,229385.2014884443,8192.328624587297,3728.4158603728365,75352.694259096,2423.7261774085528
漯河市,20200224,28,243539.96491092286,8697.855889675817,3969.026905812245,79917.94862575707,2519.2432308538005
漯河市,20200225,28,251607.83323611043,8985.9940441468,4067.108936781129,82822.4019480398,2608.930807497692
漯河市,20200226,28,260734.11864917973,9311.932808899275,4261.473509319832,85207.87593458092,2736.858417561102
漯河市,20200227,28,263469.69875155675,9409.632098269883,4360.724545091925,85381.86802037967,2802.00015881135
漯河市,20200228,28,270736.4287664517,9669.15817023042,4446.491331725121,88173.66473606843,2848.7215203429
漯河市,20200229,28,266291.45428381173,9510.409081564705,4288.503041568345,87961.01955213367,2781.663474086764
晋中市,20200201,169,1121053.2920032921,6633.451431972143,677.4380488005529,119513.71848120852,71.431816555607
晋中市,20200202,169,1128061.8454308638,6674.922162312803,702.7569035837771,119819.86262765319,71.8317648744753
晋中市,20200203,169,1110909.5780541007,6573.429455941425,723.4342113981331,117375.5147676801,64.13791612292687
晋中市,20200204,169,1120152.040747383,6628.118584304041,709.2481887443582,118799.30042998976,60.659174110417695
晋中市,20200205,169,1145922.2033772585,6780.604753711589,743.3609740090872,120715.31891486734,62.255501367032224
晋中市,20200206,169,1179986.4952183599,6982.168610759526,758.5122976502684,124454.40067034509,62.283619192570036
晋中市,20200207,169,1162858.9833517973,6880.822386697026,738.4279384163175,123394.79059677647,63.225360916941526
晋中市,20200208,169,1102088.9996882423,6521.236684545813,712.8413300004028,116348.38628700677,63.14908586423976
晋中市,20200209,169,1044414.0606066927,6179.964855660904,673.7158957394316,110436.25051747898,66.60063065542089
晋中市,20200210,169,1071203.1115684183,6338.479950108984,652.4046067802304,114283.79277821849,56.46328967658735
晋中市,20200211,169,1052706.4675804658,6229.032352547135,625.6596760881133,112910.12641136111,50.95518721811278
晋中市,20200212,169,1037414.2876364077,6138.546080688802,607.0863103209174,111702.87839407343,49.332368079187695
晋中市,20200213,169,1015061.1492429441,6006.278989603219,604.1969306785674,109254.55790401962,46.805311413957256
晋中市,20200214,169,1059186.7016517697,6267.376932850708,709.4294827405338,111779.64475918424,51.75680586365607
晋中市,20200215,169,1065142.4535215292,6302.618068174729,727.5522503047895,110595.43275709898,56.070127188290556
晋中市,20200216,169,1078111.1660004985,6379.356011837269,740.2375496311666,112530.07798386565,58.79807532302003
晋中市,20200217,169,1108259.018213074,6557.745669899846,747.6195468384723,115963.65948903757,54.85319845716654
晋中市,20200218,169,1112098.6573245726,6580.465427956051,699.9690790067516,117961.81200288927,52.95801114917204
晋中市,20200219,169,1148160.4160603369,6793.848615741638,688.7393821246573,122912.811899606,55.10004411041791
晋中市,20200220,169,1100842.094387683,6513.858546672681,671.9316795791879,117752.26219117736,52.87120124236014
晋中市,20200221,169,1097973.6404972216,6496.885446729122,692.661691067059,117077.29452290697,55.49376385092911
晋中市,20200222,169,1088452.3437981717,6440.546413006933,647.1044860359119,116916.6432599487,54.997616695986395
晋中市,20200223,169,1036505.6576699156,6133.169572011335,594.2608675706653,112184.48892423297,55.764901831462126
晋中市,20200224,169,1119405.4505904173,6623.700891067558,728.60611308583,120102.22040450554,55.68173619391669
晋中市,20200225,169,1154299.7498047426,6830.17603434759,716.5460806408847,124390.7907147911,57.248778154174865
晋中市,20200226,169,1184204.7317370556,7007.128590160092,748.8123130389812,127123.94964659556,61.315097160872384
晋中市,20200227,169,1182509.8580936436,6997.099752033394,762.2324455524878,126392.89272556035,61.84562751887873
晋中市,20200228,169,1227738.925859826,7264.727371951632,790.9906947389788,131357.25123124718,65.79489086831435
