city,date,count,sum,mean,median,max,min
芜湖市,20200225,58,1913.0064359843043,32.98286958593628,27.900366483621433,84.1805817399253,3.7006987439474237
芜湖市,20200226,58,2193.8313062703587,37.82467769431653,31.996075024541703,96.5380942412126,4.2439526636354
芜湖市,20200227,58,2168.5962387956183,37.38959032406238,31.628032545676813,95.42764180346279,4.1951355866248115
芜湖市,20200228,58,2512.2827920896434,43.31522055326971,36.64055138096349,110.5513410489358,4.859995030985432
芜湖市,20200229,58,2511.9438135713253,43.309376096057335,36.63560752676978,110.53642452365257,4.859339279204692
襄阳市,20200201,190,2869.8371239643952,15.10440591560208,12.837872251898503,133.86221090810614,0.0
襄阳市,20200202,190,2845.8210317599714,14.978005430315639,12.730439143191518,132.74199151551005,0.0
襄阳市,20200203,190,2056.450905298402,10.823425817360011,9.199286535833888,95.9221910220978,0.0
襄阳市,20200204,190,1684.1842972369827,8.864127880194646,7.5339965031583755,78.55798913543309,0.0
襄阳市,20200205,190,1754.6177579223458,9.234830304854452,7.849072143858404,81.84332497924136,0.0
襄阳市,20200206,190,1645.600503895684,8.661055283661494,7.361396530228555,76.75826613416642,0.0
襄阳市,20200207,190,1840.5465799584886,9.687087262939414,8.233464425512437,85.85143470868745,0.0
襄阳市,20200208,190,1996.977578251395,10.510408306586289,8.933239738735475,93.1480854876431,0.0
襄阳市,20200209,190,2624.8661119221324,13.81508479959017,11.74202380400036,122.4356525830559,0.0
襄阳市,20200210,190,1637.1141308277402,8.616390162251264,7.323433757910063,76.36242323005878,0.0
襄阳市,20200211,190,1202.4881417204997,6.328884956423683,5.37918651163916,56.089497169485774,0.0
襄阳市,20200212,190,1137.9642201755669,5.9892853693450885,5.090546485671036,53.07980901598725,0.0
襄阳市,20200213,190,964.4574023896722,5.076091591524591,4.314384541507554,44.986664620264435,0.0
襄阳市,20200214,190,1122.400143253387,5.907369175017826,5.020922453848056,52.35382992464817,0.0
襄阳市,20200215,190,1203.5532330772048,6.3344907004063415,5.383951070108282,56.13917785785555,0.0
襄阳市,20200216,190,1422.4810435587333,7.486742334519649,6.363298378664661,66.35096322212205,0.0
襄阳市,20200217,190,1076.9791505577523,5.668311318725012,4.817737089455159,50.23518895610448,0.0
襄阳市,20200218,190,1043.961318499882,5.494533255262537,4.670035776912365,48.69508761664118,0.0
襄阳市,20200219,190,1254.849407127569,6.604470563829311,5.613418353798595,58.53186391385835,0.0
襄阳市,20200220,190,1207.2295161471236,6.353839558669072,5.400396481598479,56.31065636287383,0.0
襄阳市,20200221,190,1489.4100101026788,7.839000053171993,6.662697085046933,69.47283357516524,0.0
襄阳市,20200222,190,1456.289104687708,7.6646794983563575,6.514534686200676,67.92792442715002,0.0
襄阳市,20200223,190,1841.336809029593,9.691246363313647,8.236999420505658,85.88829457425214,0.0
襄阳市,20200224,190,1699.6109430163624,8.945320752717697,7.603005753243407,79.27755781536963,0.0
襄阳市,20200225,190,1745.0662934976967,9.184559439461562,7.80634481307079,81.39780138676396,0.0
襄阳市,20200226,190,2001.2379436782176,10.532831282516934,8.952297972611966,93.34680824112225,0.0
襄阳市,20200227,190,1978.2182272590985,10.411674880311045,8.849322031505126,92.27306433119466,0.0
襄阳市,20200228,190,2291.733021773215,12.061752746174816,10.25179287120647,106.89681534326809,0.0
襄阳市,20200229,190,2291.4238017019134,12.060125272115334,10.25040961229608,106.88239191761232,0.0
朝阳市,20200201,215,1608.9023371216954,7.4832666842869555,6.809821829247846,24.75988134762698,0.0
朝阳市,20200202,215,1595.4383162706265,7.420643331491286,6.7528341669233045,24.552679486430836,0.0
朝阳市,20200203,215,1152.8977167666167,5.362314961705194,4.879741832293369,17.742289270434647,0.0
朝阳市,20200204,215,944.1957626588494,4.391608198413253,3.996392302556031,14.530512208832091,0.0
朝阳市,20200205,215,983.6825190890222,4.575267530646615,4.163523501075786,15.13818576455754,0.0
朝阳市,20200206,215,922.5647248680768,4.290998720316637,3.9048370167327704,14.197625670744443,0.0
朝阳市,20200207,215,1031.856361933833,4.799331915971317,4.367423563269886,15.879547502542588,0.0
朝阳市,20200208,215,1119.5554848736267,5.207234813365706,4.738617878811566,17.229175648502572,0.0
朝阳市,20200209,215,1471.5654720743137,6.844490567787505,6.228531368054748,22.646363078201393,0.0
朝阳市,20200210,215,917.807052264051,4.2688700105304695,3.884699745496487,14.124408417932644,0.0
朝阳市,20200211,215,674.1448723412774,3.1355575457733833,2.853377959508732,10.37461793991951,0.0
朝阳市,20200212,215,637.971151084758,2.9673076794639908,2.7002694761818535,9.817929677650046,0.0
朝阳市,20200213,215,540.6988974396982,2.514878592742782,2.2885560359258728,8.320977747692234,0.0
朝阳市,20200214,215,629.2455410053102,2.9267234465363265,2.663337557679684,9.68364864314096,0.0
朝阳市,20200215,215,674.7419891458312,3.1383348332364243,2.8559053093400064,10.383807149786575,0.0
朝阳市,20200216,215,797.4783852302512,3.7092017917686104,3.3753979907877514,12.272634416656116,0.0
朝阳市,20200217,215,603.7813985659499,2.8082855747253483,2.55555831648792,9.291773306229231,0.0
朝阳市,20200218,215,585.270777624781,2.7221896633710743,2.477210471718415,9.006907800350131,0.0
朝阳市,20200219,215,703.49990492644,3.2720925810532093,2.977625738310735,10.826371354029549,0.0
朝阳市,20200220,215,676.8030052131621,3.1479209544798237,2.8646287426285983,10.415524745134196,0.0
朝阳市,20200221,215,835.000434755118,3.883722952349386,3.534213393088475,12.850072507657668,0.0
朝阳市,20200222,215,816.4320283167342,3.797358271240624,3.455620966077234,12.564317723404335,0.0
朝阳市,20200223,215,1032.2993840791473,4.801392484089058,4.369298693789864,15.886365303411702,0.0
朝阳市,20200224,215,952.8443254086776,4.431834071668268,4.032998111402553,14.663607538842204,0.0
朝阳市,20200225,215,978.3277296804429,4.550361533397409,4.140858880008229,15.055779301878674,0.0
朝阳市,20200226,215,1121.9439520918422,5.218343963217871,4.7487272781366645,17.265932487970847,0.0
朝阳市,20200227,215,1109.0385243805172,5.158318718048917,4.694103910815573,17.06732698439228,0.0
朝阳市,20200228,215,1284.8027450757986,5.975826721282784,5.438041562763264,19.772215372682393,0.0
朝阳市,20200229,215,1284.6293885841542,5.9750204120193215,5.437307816038054,19.769547537559692,0.0
恩施土家族苗族自治州,20200201,224,4559.907276932561,20.356728914877504,16.71782333713078,69.07035920248804,0.0
