city,date,count,sum,mean,median,max,min
1,20200901,51,54274.867,1064.2131,295.40952,12078.984,0.0
1,20200902,51,54433.2,1067.3176,296.2713,12114.222,0.0
1,20200903,51,55582.996,1089.8627,302.52945,12370.111,0.0
1,20200904,51,51762.496,1014.9509,281.73505,11519.85,0.0
1,20200905,51,46446.516,910.716,252.80103,10336.769,0.0
1,20200906,51,37946.254,744.0442,206.53546,8445.018,0.0
1,20200907,51,46755.25,916.7696,254.4814,10405.478,0.0
1,20200908,51,52729.418,1033.9102,286.99786,11735.041,0.0
1,20200909,51,53096.547,1041.1088,288.9961,11816.746,0.0
1,20200910,51,55507.17,1088.376,302.11676,12353.237,0.0
1,20200911,51,51925.676,1018.1505,282.62323,11556.167,0.0
1,20200912,51,46705.45,915.79315,254.21039,10394.3955,0.0
1,20200913,51,37831.32,741.7906,205.90987,8419.438,0.0
1,20200914,51,50783.484,995.7546,276.4065,11301.971,0.0
1,20200915,51,52836.605,1036.0118,287.58127,11758.896,0.0
1,20200916,51,51589.062,1011.55023,280.79114,11481.255,0.0
1,20200917,51,53838.81,1055.663,293.0361,11981.938,0.0
1,20200918,51,50200.332,984.32025,273.23245,11172.188,0.0
1,20200919,51,44844.15,879.29706,244.07962,9980.159,0.0
1,20200920,51,37023.598,725.9529,201.51358,8239.679,0.0
1,20200921,51,51333.117,1006.53174,279.39804,11424.293,0.0
1,20200922,51,54595.883,1070.5074,297.1568,12150.429,0.0
1,20200923,51,55572.637,1089.6595,302.47305,12367.806,0.0
1,20200924,51,54254.02,1063.8043,295.29605,12074.346,0.0
1,20200925,51,50906.867,998.1739,277.07803,11329.43,0.0
1,20200926,51,46031.41,902.57666,250.54169,10244.387,0.0
1,20200927,51,38343.656,751.8364,208.69843,8533.459,0.0
1,20200928,51,51907.516,1017.79443,282.52435,11552.124,0.0
1,20200929,51,53688.15,1052.7087,292.2161,11948.409,0.0
1,20200930,51,54161.996,1061.9999,294.7952,12053.866,0.0
2,20200901,689,138678.58,201.27515,0.0,10012.069,0.0
2,20200902,689,139183.17,202.0075,0.0,10041.277,0.0
2,20200903,689,141970.44,206.05289,0.0,10253.38,0.0
2,20200904,689,132278.92,191.98683,0.0,9548.612,0.0
2,20200905,689,118550.445,172.0616,0.0,8567.976,0.0
2,20200906,689,96842.69,140.55542,0.0,6999.935,0.0
2,20200907,689,118874.17,172.53145,0.0,8624.928,0.0
2,20200908,689,133983.27,194.46048,0.0,9726.98,0.0
2,20200909,689,134939.55,195.8484,0.0,9794.705,0.0
2,20200910,689,140680.08,204.18008,0.0,10239.394,0.0
2,20200911,689,131712.33,191.16447,0.0,9578.715,0.0
2,20200912,689,118288.41,171.68129,0.0,8615.742,0.0
2,20200913,689,96090.83,139.46419,0.0,6978.7324,0.0
2,20200914,689,128443.84,186.42067,0.0,9368.016,0.0
2,20200915,689,133814.38,194.21535,0.0,9746.754,0.0
2,20200916,689,130762.91,189.78651,0.0,9516.621,0.0
2,20200917,689,136356.44,197.90485,0.0,9931.63,0.0
2,20200918,689,127395.17,184.89865,0.0,9260.441,0.0
2,20200919,689,114028.664,165.49878,0.0,8272.388,0.0
2,20200920,689,94130.04,136.61835,0.0,6829.733,0.0
2,20200921,689,130026.34,188.71748,0.0,9469.406,0.0
2,20200922,689,138208.7,200.59319,0.0,10071.289,0.0
2,20200923,689,140385.83,203.75302,0.0,10251.469,0.0
2,20200924,689,137048.31,198.90901,0.0,10008.225,0.0
2,20200925,689,129128.25,187.414,0.0,9390.776,0.0
2,20200926,689,117163.58,170.04874,0.0,8491.401,0.0
2,20200927,689,98184.72,142.50322,0.0,7073.2427,0.0
2,20200928,689,132064.38,191.67543,0.0,9575.364,0.0
2,20200929,689,136896.1,198.6881,0.0,9903.838,0.0
2,20200930,689,138292.89,200.71538,0.0,9991.249,0.0
3,20200901,676,68175.18,100.85086,0.0,4215.4043,0.0
3,20200902,676,68374.07,101.14507,0.0,4227.7017,0.0
3,20200903,676,69818.336,103.28156,0.0,4317.004,0.0
3,20200904,676,65019.36,96.18249,0.0,4020.274,0.0
3,20200905,676,58341.914,86.3046,0.0,3607.3943,0.0
3,20200906,676,47664.656,70.50985,0.0,2947.1985,0.0
3,20200907,676,58729.72,86.87828,0.0,3631.3728,0.0
3,20200908,676,66233.92,97.97917,0.0,4095.3728,0.0
3,20200909,676,66695.08,98.66136,0.0,4123.8867,0.0
3,20200910,676,69723.1,103.140686,0.0,4311.115,0.0
3,20200911,676,65224.344,96.48572,0.0,4032.9482,0.0
3,20200912,676,58667.17,86.78576,0.0,3627.5054,0.0
3,20200913,676,47520.28,70.29627,0.0,2938.2715,0.0
3,20200914,676,63789.63,94.36336,0.0,3944.237,0.0
3,20200915,676,66368.57,98.17836,0.0,4103.6978,0.0
3,20200916,676,64801.523,95.860245,0.0,4006.8047,0.0
3,20200917,676,67627.445,100.040596,0.0,4181.5366,0.0
3,20200918,676,63057.117,93.27976,0.0,3898.9446,0.0
3,20200919,676,56329.17,83.32718,0.0,3482.9424,0.0
3,20200920,676,46505.7,68.79541,0.0,2875.5378,0.0
3,20200921,676,64480.03,95.38466,0.0,3986.9258,0.0
3,20200922,676,68578.42,101.44737,0.0,4240.3374,0.0
3,20200923,676,69805.33,103.26232,0.0,4316.199,0.0
3,20200924,676,68149.0,100.81213,0.0,4213.7856,0.0
3,20200925,676,63944.61,94.59262,0.0,3953.8198,0.0
3,20200926,676,57820.5,85.53329,0.0,3575.154,0.0
3,20200927,676,48163.832,71.248276,0.0,2978.0635,0.0
3,20200928,676,65201.523,96.45196,0.0,4031.537,0.0
3,20200929,676,67438.2,99.76066,0.0,4169.8354,0.0
3,20200930,676,68033.41,100.641136,0.0,4206.638,0.0
4,20200901,498,52287.562,104.9951,0.0,1948.754,0.0
4,20200902,498,52440.1,105.30141,0.0,1954.4391,0.0
4,20200903,498,53547.79,107.52568,0.0,1995.7228,0.0
4,20200904,498,49867.18,100.134895,0.0,1858.5465,0.0
4,20200905,498,44745.85,89.851105,0.0,1667.6749,0.0
4,20200906,498,36556.832,73.407295,0.0,1362.4707,0.0
4,20200907,498,45043.273,90.44834,0.0,1678.76,0.0
4,20200908,498,50798.695,102.00541,0.0,1893.2642,0.0
4,20200909,498,51152.383,102.71563,0.0,1906.446,0.0
4,20200910,498,53474.75,107.37901,0.0,1993.0005,0.0
4,20200911,498,50024.39,100.450584,0.0,1864.4058,0.0
4,20200912,498,44995.305,90.35202,0.0,1676.9722,0.0
4,20200913,498,36446.1,73.184944,0.0,1358.3439,0.0
4,20200914,498,48924.023,98.24101,0.0,1823.3951,0.0
4,20200915,498,50901.965,102.21278,0.0,1897.1129,0.0
4,20200916,498,49700.1,99.7994,0.0,1852.3197,0.0
4,20200917,498,51867.47,104.15154,0.0,1933.0972,0.0
4,20200918,498,48362.22,97.11289,0.0,1802.4568,0.0
4,20200919,498,43202.156,86.75132,0.0,1610.1416,0.0
4,20200920,498,35667.957,71.622406,0.0,1329.3425,0.0
4,20200921,498,49453.53,99.30428,0.0,1843.1299,0.0
4,20200922,498,52596.832,105.61613,0.0,1960.2805,0.0
4,20200923,498,53537.812,107.505646,0.0,1995.3508,0.0
4,20200924,498,52267.484,104.95479,0.0,1948.0056,0.0
4,20200925,498,49042.883,98.47968,0.0,1827.8252,0.0
4,20200926,498,44345.945,89.04808,0.0,1652.7705,0.0
4,20200927,498,36939.68,74.17606,0.0,1376.7394,0.0
4,20200928,498,50006.887,100.415436,0.0,1863.7534,0.0
4,20200929,498,51722.324,103.86009,0.0,1927.6877,0.0
4,20200930,498,52178.83,104.776764,0.0,1944.7015,0.0
5,20200901,1383,164564.81,118.99119,0.0,13216.604,0.0
5,20200902,1383,165049.2,119.34143,0.0,13255.16,0.0
5,20200903,1383,168538.84,121.86468,0.0,13535.149,0.0
5,20200904,1383,156958.6,113.491394,0.0,12604.809,0.0
5,20200905,1383,140840.78,101.83715,0.0,11310.303,0.0
5,20200906,1383,115068.625,83.20219,0.0,9240.384,0.0
5,20200907,1383,141775.05,102.51269,0.0,11385.482,0.0
5,20200908,1383,159888.0,115.60954,0.0,12840.268,0.0
5,20200909,1383,161001.62,116.41477,0.0,12929.668,0.0
5,20200910,1383,168309.53,121.69887,0.0,13516.687,0.0
