city,date,count,sum,mean,median,max,min
1,20201201,51,108518.93,2127.8223,577.82074,26105.428,1.1132334
1,20201202,51,107348.68,2104.876,571.63214,25869.992,1.1257956
1,20201203,51,109032.13,2137.885,580.6421,26282.877,1.1473604
1,20201204,51,105981.375,2078.0662,566.91284,25601.791,1.1557449
1,20201205,51,101028.164,1980.9443,547.26666,24404.451,1.1014327
1,20201206,51,95103.53,1864.7751,536.9805,22961.031,1.0545403
1,20201207,51,109501.54,2147.089,587.7808,26334.855,1.1406014
1,20201208,51,110265.484,2162.0684,591.70404,26560.342,1.1636548
1,20201209,51,108717.266,2131.7112,583.39374,26173.41,1.1431124
1,20201210,51,111100.72,2178.4456,595.38025,26684.004,1.1398774
1,20201211,51,105730.125,2073.1396,568.2403,25497.098,1.145079
1,20201212,51,99750.0,1955.8823,546.2702,24086.375,1.0912929
1,20201213,51,94243.37,1847.9092,537.9721,22777.73,1.0622158
1,20201214,51,109708.055,2151.1384,589.09033,26378.547,1.1434231
1,20201215,51,112074.27,2197.5347,602.31445,26957.188,1.1735967
1,20201216,51,112757.586,2210.933,606.9617,27111.725,1.1801308
1,20201217,51,115002.29,2254.9468,618.16315,27647.447,1.2036475
1,20201218,51,110081.94,2158.4695,602.1434,26498.568,1.1912677
1,20201219,51,104545.62,2049.914,600.44196,25229.398,1.163371
1,20201220,51,99465.31,1950.3003,589.22485,24045.164,1.1417778
1,20201221,51,111747.06,2191.119,602.6322,26909.88,1.1976069
1,20201222,51,111975.23,2195.5928,602.38184,26930.691,1.1791198
1,20201223,51,111379.89,2183.9194,598.5709,26756.074,1.1617644
1,20201224,51,108468.04,2126.8242,584.175,26006.904,1.1078515
1,20201225,51,91055.305,1785.3981,564.3792,21981.734,1.0309951
1,20201226,51,94250.1,1848.0413,579.9333,22685.994,1.040201
1,20201227,51,93201.8,1827.4862,583.6075,22439.895,1.0511051
1,20201228,51,106916.46,2096.4011,591.76855,25567.271,1.0794708
1,20201229,51,109369.23,2144.4946,595.14215,26221.076,1.1219286
1,20201230,51,111385.01,2184.0198,610.81476,26669.555,1.1360888
1,20201231,51,107575.336,2109.3203,610.77423,25762.488,1.1035261
2,20201201,689,361756.78,525.04614,7.6071835,131900.14,0.0
2,20201202,689,361718.88,524.9911,7.9846644,133993.1,0.0
2,20201203,689,367693.3,533.6623,8.227231,136649.1,0.0
2,20201204,689,358499.34,520.31836,8.387006,135960.06,0.0
2,20201205,689,338800.75,491.72824,7.930019,128741.016,0.0
2,20201206,689,315319.75,457.6484,7.873387,119687.34,0.0
2,20201207,689,360710.88,523.52814,7.9752097,131675.97,0.0
2,20201208,689,365297.25,530.1847,7.948733,135148.1,0.0
2,20201209,689,360164.4,522.735,8.029341,132732.03,0.0
2,20201210,689,365654.0,530.70245,8.347434,132054.4,0.0
2,20201211,689,352831.7,512.0924,8.523981,132344.23,0.0
2,20201212,689,332525.3,482.62018,7.9223437,126489.766,0.0
2,20201213,689,313055.22,454.36172,8.029924,120264.4,0.0
2,20201214,689,360651.88,523.4425,8.230131,131749.17,0.0
2,20201215,689,368150.97,534.32654,8.232529,134805.12,0.0
2,20201216,689,369820.22,536.7492,8.5022135,135076.8,0.0
2,20201217,689,378133.03,548.8143,8.89115,137987.66,0.0
2,20201218,689,361723.8,524.9983,9.102652,133851.69,0.0
2,20201219,689,344750.8,500.364,8.766508,130846.69,0.0
2,20201220,689,328421.3,476.66373,8.678394,126781.9,0.0
2,20201221,689,368207.5,534.40857,8.688614,136420.16,0.0
2,20201222,689,367747.94,533.7416,8.427009,134536.7,0.0
2,20201223,689,365202.22,530.04675,8.616156,132251.14,0.0
2,20201224,689,350980.8,509.40613,7.9780397,124888.35,0.0
2,20201225,689,294226.62,427.0343,6.912958,112021.984,0.0
2,20201226,689,301388.12,437.42834,7.61031,111886.914,0.0
2,20201227,689,297537.0,431.8389,7.812036,110967.01,0.0
2,20201228,689,337355.47,489.63058,7.815693,117219.94,0.0
2,20201229,689,350883.28,509.26456,7.9421735,124720.805,0.0
2,20201230,689,354411.94,514.386,8.135041,124591.16,0.0
2,20201231,689,339772.16,493.13812,7.757851,119733.484,0.0
3,20201201,676,127036.19,187.92336,4.457288,13869.558,0.0
