city,date,count,sum,mean,median,max,min
1,20200501,51,1.741165,0.03414049,0.030747557,0.08725058,0.0
1,20200502,51,1.2401465,0.024316598,0.02189998,0.062144317,0.0
1,20200503,51,1.3363312,0.026202574,0.023598522,0.06696417,0.0
1,20200504,51,1.7463454,0.034242067,0.030839039,0.08751017,0.0
1,20200505,51,1.928438,0.03781251,0.034054644,0.09663491,0.0
1,20200506,51,1.9091606,0.037434522,0.033714224,0.09566892,0.0
1,20200507,51,1.9013038,0.037280466,0.03357548,0.09527521,0.0
1,20200508,51,1.8161606,0.035610992,0.03207192,0.09100864,0.0
1,20200509,51,1.2962314,0.025416302,0.02289039,0.06495474,0.0
1,20200510,51,1.4413414,0.028261596,0.025452916,0.07222628,0.0
1,20200511,51,1.8014512,0.035322573,0.03181216,0.09027155,0.0
1,20200512,51,1.9370412,0.0379812,0.03420657,0.09706602,0.0
1,20200513,51,1.9518564,0.038271695,0.034468196,0.09780842,0.0
1,20200514,51,1.9990062,0.0391962,0.03530082,0.10017112,0.0
1,20200515,51,1.9959939,0.039137136,0.035247628,0.10002017,0.0
1,20200516,51,1.4767183,0.02895526,0.026077643,0.07399903,0.0
1,20200517,51,1.6322188,0.03200429,0.028823657,0.08179124,0.0
1,20200518,51,1.9165457,0.037579328,0.03384464,0.096039,0.0
1,20200519,51,2.0299666,0.039803267,0.035847556,0.10172255,0.0
1,20200520,51,2.2703745,0.04451715,0.040092964,0.11376951,0.0
1,20200521,51,2.1827743,0.042799495,0.03854602,0.10937983,0.0
1,20200522,51,2.1644115,0.042439442,0.038221747,0.10845965,0.0
1,20200523,51,1.4943985,0.02930193,0.026389863,0.074884996,0.0
1,20200524,51,1.5979909,0.031333156,0.028219216,0.08007605,0.0
1,20200525,51,2.044183,0.04008202,0.036098603,0.10243494,0.0
1,20200526,51,2.1785908,0.042717468,0.03847214,0.109170176,0.0
1,20200527,51,2.2609315,0.04433199,0.03992621,0.11329631,0.0
1,20200528,51,2.2565866,0.044246797,0.039849482,0.113078594,0.0
1,20200529,51,2.3096526,0.045287304,0.040786587,0.115737766,0.0
1,20200530,51,1.6781366,0.03290464,0.02963453,0.0840922,0.0
1,20200531,51,1.852284,0.036319293,0.03270983,0.092818804,0.0
2,20200501,689,137.80331,0.20000482,0.0,14.4438305,0.0
2,20200502,689,100.30648,0.1455827,0.0,12.443569,0.0
2,20200503,689,106.26447,0.15423,0.0,11.586988,0.0
2,20200504,689,134.9378,0.19584587,0.0,11.211306,0.0
2,20200505,689,150.2526,0.21807343,0.0,13.625057,0.0
2,20200506,689,149.823,0.21744992,0.0,14.561239,0.0
2,20200507,689,150.18494,0.21797523,0.0,15.479821,0.0
2,20200508,689,143.95477,0.2089329,0.0,15.2819605,0.0
2,20200509,689,105.08507,0.15251824,0.0,13.248615,0.0
2,20200510,689,113.40332,0.16459118,0.0,11.285997,0.0
2,20200511,689,139.2042,0.20203802,0.0,11.573532,0.0
2,20200512,689,151.08966,0.21928833,0.0,13.852595,0.0
2,20200513,689,153.11037,0.22222114,0.0,14.823657,0.0
2,20200514,689,157.19785,0.22815362,0.0,15.570626,0.0
2,20200515,689,156.65022,0.22735882,0.0,15.236443,0.0
2,20200516,689,117.78099,0.17094484,0.0,13.157269,0.0
2,20200517,689,127.77173,0.18544517,0.0,12.130964,0.0
2,20200518,689,148.03815,0.21485943,0.0,12.253134,0.0
2,20200519,689,158.09146,0.2294506,0.0,14.270746,0.0
2,20200520,689,176.73247,0.25650576,0.0,15.879143,0.0
2,20200521,689,171.6063,0.24906574,0.0,16.959335,0.0
2,20200522,689,169.9157,0.24661204,0.0,16.569723,0.0
2,20200523,689,120.0526,0.1742418,0.0,14.176233,0.0
2,20200524,689,125.00025,0.18142271,0.0,11.784509,0.0
2,20200525,689,156.63828,0.22734147,0.0,11.810346,0.0
2,20200526,689,167.12906,0.24256757,0.0,12.778496,0.0
2,20200527,689,176.2143,0.2557537,0.0,16.030014,0.0
2,20200528,689,176.59947,0.25631273,0.0,16.722979,0.0
2,20200529,689,180.1661,0.26148927,0.0,16.529964,0.0
2,20200530,689,133.111,0.19319448,0.0,14.217006,0.0
2,20200531,689,144.14389,0.20920739,0.0,12.911776,0.0
3,20200501,676,3.6323826,0.005373347,0.0,0.7387551,0.0
3,20200502,676,2.5871682,0.0038271719,0.0,0.5261791,0.0
3,20200503,676,2.7878265,0.004124004,0.0,0.56698906,0.0
3,20200504,676,3.6431897,0.0053893337,0.0,0.740953,0.0
3,20200505,676,4.0230675,0.005951283,0.0,0.8182127,0.0
3,20200506,676,3.9828517,0.0058917925,0.0,0.8100336,0.0
3,20200507,676,3.9664607,0.0058675455,0.0,0.80670005,0.0
3,20200508,676,3.7888367,0.005604788,0.0,0.77057475,0.0
3,20200509,676,2.704171,0.004000253,0.0,0.54997516,0.0
3,20200510,676,3.0068963,0.0044480716,0.0,0.61154354,0.0
3,20200511,676,3.7581506,0.005559394,0.0,0.7643338,0.0
3,20200512,676,4.041015,0.005977833,0.0,0.82186294,0.0
3,20200513,676,4.071923,0.0060235546,0.0,0.82814884,0.0
3,20200514,676,4.170285,0.006169061,0.0,0.8481539,0.0
3,20200515,676,4.1640015,0.0061597656,0.0,0.84687585,0.0
3,20200516,676,3.0806992,0.0045572473,0.0,0.6265536,0.0
3,20200517,676,3.4051013,0.005037132,0.0,0.6925306,0.0
3,20200518,676,3.9982586,0.005914584,0.0,0.81316704,0.0
3,20200519,676,4.2348742,0.006264607,0.0,0.86129004,0.0
3,20200520,676,4.736408,0.007006521,0.0,0.9632922,0.0
3,20200521,676,4.553659,0.0067361817,0.0,0.9261246,0.0
3,20200522,676,4.5153503,0.0066795126,0.0,0.91833335,0.0
3,20200523,676,3.1175833,0.0046118097,0.0,0.6340551,0.0
3,20200524,676,3.3336952,0.0049315016,0.0,0.67800796,0.0
3,20200525,676,4.264532,0.0063084792,0.0,0.8673218,0.0
3,20200526,676,4.544931,0.0067232708,0.0,0.9243494,0.0
3,20200527,676,4.716708,0.006977379,0.0,0.95928556,0.0
3,20200528,676,4.7076445,0.006963971,0.0,0.95744216,0.0
