city,date,sum,mean
Puerto Rico,20200101,107759.86,953.6271
Puerto Rico,20200102,116840.03,1033.9825
Puerto Rico,20200103,120347.08,1065.0184
Puerto Rico,20200104,118600.53,1049.5623
Puerto Rico,20200105,114523.24,1013.48004
Puerto Rico,20200106,122515.95,1084.2119
Puerto Rico,20200107,125180.09,1107.7885
Puerto Rico,20200108,124011.02,1097.4426
Puerto Rico,20200109,123131.91,1089.6628
Puerto Rico,20200110,126396.375,1118.552
Puerto Rico,20200111,120600.41,1067.2603
Puerto Rico,20200112,116327.4,1029.446
Puerto Rico,20200113,126294.17,1117.6476
Puerto Rico,20200114,127110.07,1124.8679
Puerto Rico,20200115,129347.16,1144.665
Puerto Rico,20200116,128031.48,1133.022
Puerto Rico,20200117,126500.36,1119.4722
Puerto Rico,20200118,121428.94,1074.5924
Puerto Rico,20200119,116296.516,1029.1727
Puerto Rico,20200120,124191.64,1099.041
Puerto Rico,20200121,127271.47,1126.2961
Puerto Rico,20200122,127040.45,1124.2518
Puerto Rico,20200123,130817.31,1157.6753
Puerto Rico,20200124,129695.94,1147.7517
Puerto Rico,20200125,125702.4,1112.4106
Puerto Rico,20200126,121252.35,1073.0297
Puerto Rico,20200127,127402.32,1127.4541
Puerto Rico,20200128,131236.06,1161.3811
Puerto Rico,20200129,129153.086,1142.9476
Puerto Rico,20200130,130186.67,1152.0945
Puerto Rico,20200131,130681.73,1156.4755
Ohio,20200101,6038680.0,4885.6636
Ohio,20200102,6786262.0,5490.5034
Ohio,20200103,7270523.0,5882.3003
Ohio,20200104,6946619.5,5620.242
Ohio,20200105,7165604.0,5797.414
Ohio,20200106,7421065.0,6004.0977
Ohio,20200107,7537506.0,6098.3057
Ohio,20200108,6224177.0,5035.7417
Ohio,20200109,6125684.5,4956.0557
Ohio,20200110,5856220.0,4738.042
Ohio,20200111,5705263.0,4615.9087
Ohio,20200112,6803956.0,5504.819
Ohio,20200113,8919884.0,7216.735
Ohio,20200114,8429389.0,6819.894
Ohio,20200115,8216541.0,6647.687
Ohio,20200116,8313256.0,6725.935
Ohio,20200117,8002076.0,6474.1714
Ohio,20200118,7934100.0,6419.175
Ohio,20200119,8101279.0,6554.4326
Ohio,20200120,9234135.0,7470.983
Ohio,20200121,8846185.0,7157.1074
Ohio,20200122,8217167.0,6648.1934
Ohio,20200123,8383425.5,6782.7065
Ohio,20200124,7908851.5,6398.747
Ohio,20200125,6474276.0,5238.0874
Ohio,20200126,6793318.0,5496.212
Ohio,20200127,6482411.0,5244.669
Ohio,20200128,5916380.0,4786.7153
Ohio,20200129,6287456.0,5086.9385
Ohio,20200130,6635058.5,5368.1704
Ohio,20200131,6351697.5,5138.914
Hawaii,20200101,438273.62,1739.181
Hawaii,20200102,433930.66,1721.947
Hawaii,20200103,438729.38,1740.9896
Hawaii,20200104,386727.12,1534.6315
Hawaii,20200105,356553.72,1414.8958
Hawaii,20200106,376514.66,1494.1058
Hawaii,20200107,365506.94,1450.4243
Hawaii,20200108,376073.03,1492.3533
Hawaii,20200109,394437.75,1565.2291
Hawaii,20200110,325093.78,1290.0547
Hawaii,20200111,309424.12,1227.8735
Hawaii,20200112,330456.94,1311.337
Hawaii,20200113,312640.66,1240.6376
Hawaii,20200114,309064.5,1226.4464
Hawaii,20200115,289509.88,1148.8488
Hawaii,20200116,330913.47,1313.1487
Hawaii,20200117,384598.8,1526.1858
Hawaii,20200118,302199.97,1199.2062
Hawaii,20200119,275578.97,1093.5674
Hawaii,20200120,319172.5,1266.5575
Hawaii,20200121,325994.2,1293.6277
Hawaii,20200122,322039.5,1277.9346
Hawaii,20200123,290278.44,1151.8986
Hawaii,20200124,294871.38,1170.1245
Hawaii,20200125,304028.3,1206.4615
Hawaii,20200126,324911.03,1289.3295
Hawaii,20200127,307816.84,1221.4954
Hawaii,20200128,333813.34,1324.6561
Hawaii,20200129,346037.56,1373.1649
Hawaii,20200130,391335.34,1552.9181
Hawaii,20200131,411539.88,1633.0947
New Mexico,20200101,2025467.6,655.9157
New Mexico,20200102,2355621.8,762.8309
New Mexico,20200103,2269242.8,734.8584
New Mexico,20200104,2259328.0,731.64764
