city,date,sum,mean
Delaware,20200201,7517.42,121.24871
Delaware,20200202,6843.1704,110.37372
Delaware,20200203,8016.96,129.3058
Delaware,20200204,8497.321,137.05357
Delaware,20200205,8162.042,131.64584
Delaware,20200206,8279.158,133.5348
Delaware,20200207,8689.357,140.15092
Delaware,20200208,7725.4575,124.60416
Delaware,20200209,6885.14,111.050644
Delaware,20200210,8008.8506,129.175
Delaware,20200211,8252.08,133.09807
Delaware,20200212,8302.02,133.90353
Delaware,20200213,8672.601,139.88066
Delaware,20200214,9466.76,152.68967
Delaware,20200215,7974.097,128.61447
Delaware,20200216,6957.5327,112.21827
Delaware,20200217,7961.9717,128.4189
Delaware,20200218,8742.875,141.01411
Delaware,20200219,8788.7,141.75323
Delaware,20200220,8838.81,142.56145
Delaware,20200221,8951.476,144.37863
Delaware,20200222,7943.4463,128.1201
Delaware,20200223,7460.437,120.32963
Delaware,20200224,8226.569,132.6866
Delaware,20200225,8535.686,137.67235
Delaware,20200226,8576.0205,138.3229
Delaware,20200227,8998.603,145.13875
Delaware,20200228,9095.207,146.69688
Delaware,20200229,7894.8413,127.33615
Washington,20200201,90024.71,40.90173
Washington,20200202,81950.25,37.23319
Washington,20200203,96006.945,43.619694
Washington,20200204,101759.5,46.233303
Washington,20200205,97744.36,44.40907
Washington,20200206,99146.89,45.04629
Washington,20200207,104059.22,47.278156
Washington,20200208,92516.05,42.03364
Washington,20200209,82452.84,37.461536
Washington,20200210,95909.836,43.575573
Washington,20200211,98822.61,44.89896
Washington,20200212,99420.67,45.17068
Washington,20200213,103858.555,47.186985
Washington,20200214,113368.984,51.507942
Washington,20200215,95493.64,43.38648
Washington,20200216,83319.8,37.855427
Washington,20200217,95348.42,43.3205
Washington,20200218,104700.11,47.569336
Washington,20200219,105248.914,47.81868
Washington,20200220,105848.984,48.091316
Washington,20200221,107198.22,48.704327
Washington,20200222,95126.58,43.219707
Washington,20200223,89342.31,40.59169
Washington,20200224,98517.11,44.76016
Washington,20200225,102218.93,46.44204
Washington,20200226,102701.98,46.661507
Washington,20200227,107762.59,48.960743
Washington,20200228,108919.46,49.48635
Washington,20200229,94544.516,42.955254
Nevada,20200201,122417.195,40.616188
Nevada,20200202,111437.41,36.97326
Nevada,20200203,130551.94,43.315174
Nevada,20200204,138374.38,45.91054
Nevada,20200205,132914.53,44.09905
Nevada,20200206,134821.7,44.73182
Nevada,20200207,141501.58,46.9481
Nevada,20200208,125804.97,41.740204
Nevada,20200209,112120.85,37.200016
Nevada,20200210,130419.91,43.27137
Nevada,20200211,134380.73,44.585514
Nevada,20200212,135194.0,44.855343
Nevada,20200213,141228.7,46.857567
Nevada,20200214,154161.16,51.14836
Nevada,20200215,129853.97,43.0836
Nevada,20200216,113299.734,37.591152
Nevada,20200217,129656.49,43.018078
Nevada,20200218,142373.08,47.23725
Nevada,20200219,143119.34,47.48485
Nevada,20200220,143935.33,47.755585
Nevada,20200221,145770.06,48.36432
Nevada,20200222,129354.805,42.917984
Nevada,20200223,121489.266,40.308315
Nevada,20200224,133965.31,44.44768
Nevada,20200225,138999.11,46.11782
Nevada,20200226,139655.97,46.335754
Nevada,20200227,146537.5,48.618946
Nevada,20200228,148110.62,49.140884
Nevada,20200229,128563.31,42.65538
Wisconsin,20200201,84733.18,44.063015
Wisconsin,20200202,77133.33,40.110935
Wisconsin,20200203,90363.78,46.991047
Wisconsin,20200204,95778.23,49.80667
Wisconsin,20200205,91999.09,47.841442
Wisconsin,20200206,93319.17,48.527912
Wisconsin,20200207,97942.766,50.932274
Wisconsin,20200208,87078.086,45.282417
Wisconsin,20200209,77606.38,40.356934
Wisconsin,20200210,90272.38,46.943516
Wisconsin,20200211,93013.95,48.36919
Wisconsin,20200212,93576.86,48.661915
Wisconsin,20200213,97753.89,50.834057
Wisconsin,20200214,106705.31,55.488983
Wisconsin,20200215,89880.66,46.73981
Wisconsin,20200216,78422.37,40.78126
Wisconsin,20200217,89743.98,46.668736
Wisconsin,20200218,98545.98,51.245956
Wisconsin,20200219,99062.52,51.514572
Wisconsin,20200220,99627.33,51.808285
Wisconsin,20200221,100897.25,52.46867
Wisconsin,20200222,89535.164,46.560146
Wisconsin,20200223,84090.89,43.72901
Wisconsin,20200224,92726.41,48.21966
Wisconsin,20200225,96210.64,50.031536
Wisconsin,20200226,96665.29,50.26796
Wisconsin,20200227,101428.45,52.744904
Wisconsin,20200228,102517.32,53.31114
Wisconsin,20200229,88987.33,46.27526
Minnesota,20200201,88479.055,33.77063
Minnesota,20200202,80545.19,30.742437
Minnesota,20200203,94359.53,36.015087
Minnesota,20200204,100012.1,38.172558
Minnesota,20200205,96066.62,36.66665
Minnesota,20200206,97444.93,37.192722
Minnesota,20200207,102271.84,39.035053
Minnesota,20200208,90926.53,34.704784
Minnesota,20200209,81038.59,30.930761
Minnesota,20200210,94263.76,35.978535
Minnesota,20200211,97125.81,37.07092
Minnesota,20200212,97713.51,37.29523
Minnesota,20200213,102074.555,38.959755
Minnesota,20200214,111420.516,42.526913
Minnesota,20200215,93852.67,35.821632
Minnesota,20200216,81890.53,31.255928
Minnesota,20200217,93711.71,35.76783
Minnesota,20200218,102901.25,39.275288
Minnesota,20200219,103440.92,39.481266
Minnesota,20200220,104030.83,39.706425
Minnesota,20200221,105356.664,40.212467
Minnesota,20200222,93491.92,35.68394
Minnesota,20200223,87808.78,33.5148
Minnesota,20200224,96825.72,36.956383
Minnesota,20200225,100463.13,38.344707
Minnesota,20200226,100937.91,38.525917
Minnesota,20200227,105910.78,40.42396
Minnesota,20200228,107048.03,40.85803
Minnesota,20200229,92919.84,35.465588
Massachusetts,20200201,45613.645,153.5813
Massachusetts,20200202,41522.48,139.80634
Massachusetts,20200203,48644.715,163.78693
Massachusetts,20200204,51559.414,173.60072
Massachusetts,20200205,49525.035,166.75096
Massachusetts,20200206,50235.66,169.14363
Massachusetts,20200207,52724.64,177.52405
Massachusetts,20200208,46875.953,157.8315
Massachusetts,20200209,41777.14,140.66377
Massachusetts,20200210,48595.51,163.62125
Massachusetts,20200211,50071.36,168.59044
Massachusetts,20200212,50374.38,169.6107
Massachusetts,20200213,52622.965,177.1817
Massachusetts,20200214,57441.7,193.40639
Massachusetts,20200215,48384.637,162.91124
Massachusetts,20200216,42216.4,142.14276
Massachusetts,20200217,48311.062,162.66351
Massachusetts,20200218,53049.367,178.6174
Massachusetts,20200219,53327.43,179.55363
Massachusetts,20200220,53631.473,180.57735
Massachusetts,20200221,54315.1,182.87914
Massachusetts,20200222,48198.652,162.28502
Massachusetts,20200223,45267.89,152.41714
Massachusetts,20200224,49916.562,168.06923
Massachusetts,20200225,51792.203,174.38452
Massachusetts,20200226,52036.945,175.20857
Massachusetts,20200227,54601.06,183.84195
Massachusetts,20200228,55187.22,185.81555
Massachusetts,20200229,47903.734,161.29204
Missouri,20200201,116060.86,62.03146
Missouri,20200202,105651.17,56.467754
Missouri,20200203,123773.21,66.1535
Missouri,20200204,131189.48,70.11731
Missouri,20200205,126013.13,67.350685
Missouri,20200206,127821.27,68.317085
Missouri,20200207,134154.31,71.70193
Missouri,20200208,119272.73,63.748116
Missouri,20200209,106299.14,56.81408
Missouri,20200210,123648.02,66.08659
Missouri,20200211,127403.2,68.09364
Missouri,20200212,128174.234,68.50574
