city,date,sum,mean
Nebraska,20200101,461666.5,213.7344970703125
Nebraska,20200102,623513.125,288.6634826660156
Nebraska,20200103,624846.9375,289.2809753417969
Nebraska,20200104,546356.125,252.94265747070312
Nebraska,20200105,454422.1875,210.38064575195312
Nebraska,20200106,716815.0625,331.85882568359375
Nebraska,20200107,764418.75,353.8975830078125
Nebraska,20200108,832468.5,385.4020690917969
Nebraska,20200109,1225919.0,567.5551147460938
Nebraska,20200110,1368526.75,633.5772094726562
Nebraska,20200111,1086302.25,502.9176940917969
Nebraska,20200112,897787.375,415.6423034667969
Nebraska,20200113,1120121.625,518.5748291015625
Nebraska,20200114,1022256.3125,473.2668151855469
Nebraska,20200115,1102219.125,510.28662109375
Nebraska,20200116,1179812.875,546.2096557617188
Nebraska,20200117,1180629.0,546.5875244140625
Nebraska,20200118,1022302.875,473.2883605957031
Nebraska,20200119,895514.875,414.5902099609375
Nebraska,20200120,1104573.25,511.3764953613281
Nebraska,20200121,903663.4375,418.3627014160156
Nebraska,20200122,838781.1875,388.3246154785156
Nebraska,20200123,894910.0,414.3101806640625
Nebraska,20200124,794545.375,367.8450927734375
Nebraska,20200125,733455.0,339.5625
Nebraska,20200126,687166.6875,318.1327209472656
Nebraska,20200127,904113.0,418.5708312988281
Nebraska,20200128,871342.4375,403.3992614746094
Nebraska,20200129,1024814.625,474.4512023925781
Nebraska,20200130,1169687.125,541.5217895507812
Nebraska,20200131,1160306.125,537.1787719726562
West Virginia,20200101,476300.46875,739.5969848632812
West Virginia,20200102,631509.0,980.6040649414062
West Virginia,20200103,822909.75,1277.8101806640625
West Virginia,20200104,767567.9375,1191.875732421875
West Virginia,20200105,683725.125,1061.6849365234375
West Virginia,20200106,694878.5,1079.00390625
West Virginia,20200107,670173.75,1040.6424560546875
West Virginia,20200108,669549.5,1039.673095703125
West Virginia,20200109,615606.1875,955.9102172851562
West Virginia,20200110,635748.375,987.1868896484375
West Virginia,20200111,593259.125,921.2098388671875
West Virginia,20200112,597079.75,927.1424560546875
West Virginia,20200113,647727.0,1005.7872924804688
West Virginia,20200114,650576.375,1010.2117919921875
West Virginia,20200115,658941.125,1023.2005004882812
West Virginia,20200116,639291.9375,992.6893310546875
West Virginia,20200117,569760.1875,884.7207641601562
West Virginia,20200118,474396.25,736.64013671875
West Virginia,20200119,478281.0,742.67236328125
West Virginia,20200120,535511.625,831.539794921875
West Virginia,20200121,572527.3125,889.017578125
West Virginia,20200122,580165.1875,900.8776245117188
West Virginia,20200123,601295.625,933.6888427734375
West Virginia,20200124,636129.0,987.7779541015625
West Virginia,20200125,515031.0625,799.7376708984375
West Virginia,20200126,487168.34375,756.4725952148438
West Virginia,20200127,540997.75,840.05859375
West Virginia,20200128,510581.1875,792.8279418945312
West Virginia,20200129,478469.46875,742.9650268554688
West Virginia,20200130,497556.53125,772.6033325195312
West Virginia,20200131,528663.375,820.9058837890625
Iowa,20200101,511620.59375,323.8105163574219
Iowa,20200102,585608.875,370.6385192871094
Iowa,20200103,563244.0,356.4835510253906
Iowa,20200104,517371.5625,327.4503479003906
Iowa,20200105,415312.75,262.8561706542969
Iowa,20200106,531580.375,336.4432678222656
Iowa,20200107,612109.875,387.41131591796875
Iowa,20200108,636424.375,402.80023193359375
Iowa,20200109,830789.125,525.81591796875
Iowa,20200110,1033591.25,654.1716918945312
Iowa,20200111,937255.125,593.199462890625
Iowa,20200112,809471.125,512.323486328125
Iowa,20200113,995962.0625,630.355712890625
Iowa,20200114,907970.5,574.6648559570312
Iowa,20200115,770068.75,487.3852844238281
Iowa,20200116,885250.5,560.28515625
Iowa,20200117,1074547.0,680.093017578125
Iowa,20200118,920840.25,582.810302734375
Iowa,20200119,823339.5,521.1009521484375
Iowa,20200120,831956.9375,526.5550537109375
Iowa,20200121,789865.9375,499.9151611328125
Iowa,20200122,832920.625,527.1649780273438
Iowa,20200123,835762.5,528.963623046875
Iowa,20200124,887036.75,561.4156494140625
Iowa,20200125,832318.875,526.7841186523438
Iowa,20200126,642106.0,406.3962097167969
Iowa,20200127,869407.125,550.2576904296875
Iowa,20200128,755056.875,477.88409423828125
Iowa,20200129,797758.375,504.9103698730469
Iowa,20200130,1048899.125,663.8602294921875
Iowa,20200131,1040534.9375,658.56640625
Virginia,20200101,1180540.75,1041.041259765625
Virginia,20200102,1823078.75,1607.6531982421875
Virginia,20200103,2346306.5,2069.053466796875
Virginia,20200104,2052205.375,1809.7049560546875
Virginia,20200105,1912606.75,1686.60205078125
Virginia,20200106,2143917.5,1890.579833984375
Virginia,20200107,2030606.75,1790.6585693359375
Virginia,20200108,2378323.5,2097.287109375
Virginia,20200109,2283491.5,2013.660888671875
Virginia,20200110,2379187.5,2098.048828125
Virginia,20200111,1802829.75,1589.7969970703125
Virginia,20200112,1759055.5,1551.1953125
Virginia,20200113,1799534.0,1586.890625
Virginia,20200114,1840364.75,1622.8966064453125
Virginia,20200115,1826600.0,1610.7584228515625
Virginia,20200116,2024844.5,1785.5771484375
Virginia,20200117,1880957.25,1658.6925048828125
Virginia,20200118,1429979.75,1261.005126953125
Virginia,20200119,1341826.875,1183.268798828125
