city,date,sum,mean
41001,20200201,57914.7,597.0588
41001,20200202,56114.227,578.4972
41001,20200203,69394.27,715.4049
41001,20200204,84815.47,874.3863
41001,20200205,95395.74,983.46124
41001,20200206,103796.53,1070.0674
41001,20200207,126043.57,1299.4182
41001,20200208,107217.336,1105.3334
41001,20200209,89889.16,926.6923
41001,20200210,78127.35,805.4366
41001,20200211,75371.836,777.02924
41001,20200212,67332.586,694.1504
41001,20200213,66190.87,682.38007
41001,20200214,68108.53,702.1498
41001,20200215,60178.258,620.3944
41001,20200216,57013.61,587.76917
41001,20200217,48459.97,499.5873
41001,20200218,51042.652,526.2129
41001,20200219,44737.094,461.20715
41001,20200220,41372.22,426.51773
41001,20200221,38531.67,397.23373
41001,20200222,34270.0,353.29898
41001,20200223,28360.207,292.37326
41001,20200224,30608.123,315.54767
41001,20200225,32574.184,335.8163
41001,20200226,35922.76,370.33774
41001,20200227,41280.46,425.57178
41001,20200228,50630.996,521.96906
41001,20200229,50265.484,518.20087
41003,20200201,21854.541,1365.9088
41003,20200202,21406.09,1337.8806
41003,20200203,24893.46,1555.8413
41003,20200204,30856.953,1928.5596
41003,20200205,37061.6,2316.35
41003,20200206,41096.625,2568.539
41003,20200207,48945.098,3059.0686
41003,20200208,43655.668,2728.4792
41003,20200209,37459.844,2341.2402
41003,20200210,29407.566,1837.9729
41003,20200211,27848.104,1740.5065
41003,20200212,25032.273,1564.5171
41003,20200213,24912.297,1557.0186
41003,20200214,26071.738,1629.4836
41003,20200215,23356.672,1459.792
41003,20200216,21406.55,1337.9094
41003,20200217,18111.086,1131.9429
41003,20200218,18013.328,1125.833
41003,20200219,16344.855,1021.55347
41003,20200220,15737.13,983.5706
41003,20200221,14320.833,895.05206
41003,20200222,12340.943,771.30896
41003,20200223,10330.377,645.64856
41003,20200224,10824.789,676.5493
41003,20200225,11336.571,708.5357
41003,20200226,13243.283,827.7052
41003,20200227,15421.101,963.8188
41003,20200228,18783.604,1173.9752
41003,20200229,19071.451,1191.9657
41005,20200201,105789.055,2034.4049
41005,20200202,103885.32,1997.7947
41005,20200203,119178.57,2291.8955
41005,20200204,146372.77,2814.8608
41005,20200205,175196.6,3369.1653
41005,20200206,194266.53,3735.8948
41005,20200207,228257.75,4389.5723
41005,20200208,204074.28,3924.5054
41005,20200209,177216.86,3408.0166
41005,20200210,140323.69,2698.5325
41005,20200211,132872.94,2555.2488
41005,20200212,120287.78,2313.2266
41005,20200213,119977.39,2307.2576
41005,20200214,124445.73,2393.187
41005,20200215,110917.32,2133.0254
41005,20200216,102487.945,1970.922
41005,20200217,90065.71,1732.033
41005,20200218,88928.984,1710.1727
41005,20200219,82018.305,1577.2751
41005,20200220,79005.41,1519.3347
41005,20200221,72212.445,1388.7009
41005,20200222,62648.87,1204.786
41005,20200223,54053.797,1039.4961
41005,20200224,57133.137,1098.7141
41005,20200225,59447.61,1143.2233
41005,20200226,68819.95,1323.4607
41005,20200227,78640.47,1512.3167
41005,20200228,93187.53,1792.0679
41005,20200229,93007.08,1788.5977
41007,20200201,19428.09,809.5037
41007,20200202,18883.953,786.83136
41007,20200203,22787.133,949.46387
41007,20200204,28014.555,1167.2731
41007,20200205,32390.213,1349.5922
41007,20200206,35509.406,1479.5586
41007,20200207,42881.78,1786.7408
41007,20200208,37337.523,1555.7301
41007,20200209,31577.012,1315.7089
41007,20200210,26124.09,1088.5038
41007,20200211,25017.01,1042.3754
41007,20200212,22416.604,934.02515
41007,20200213,22162.39,923.4329
41007,20200214,23117.273,963.2197
41007,20200215,20601.59,858.3996
41007,20200216,19122.03,796.7512
41007,20200217,16076.357,669.8482
41007,20200218,16578.674,690.7781
41007,20200219,14703.308,612.6378
41007,20200220,13876.381,578.18256
41007,20200221,12829.805,534.5752
41007,20200222,11252.641,468.86002
41007,20200223,9290.549,387.1062
41007,20200224,9862.148,410.92285
41007,20200225,10445.944,435.24768
41007,20200226,11771.208,490.467
41007,20200227,13655.29,568.9704
41007,20200228,16777.086,699.0452
41007,20200229,16936.639,705.6933
41009,20200201,84203.36,4009.6838
41009,20200202,82497.19,3928.4375
41009,20200203,95468.57,4546.1226
41009,20200204,123361.7,5874.3667
41009,20200205,158172.44,7532.021
41009,20200206,179093.17,8528.246
41009,20200207,208851.55,9945.312
41009,20200208,179996.75,8571.273
41009,20200209,149655.83,7126.468
41009,20200210,125441.53,5973.4062
41009,20200211,117982.18,5618.199
41009,20200212,103558.375,4931.351
41009,20200213,103769.04,4941.383
41009,20200214,100756.75,4797.9404
41009,20200215,86740.1,4130.481
41009,20200216,84321.21,4015.2957
41009,20200217,75741.57,3606.7415
41009,20200218,72783.66,3465.8884
41009,20200219,69268.71,3298.51
41009,20200220,65885.47,3137.4033
41009,20200221,56077.977,2670.38
41009,20200222,45339.78,2159.037
41009,20200223,40195.086,1914.0518
41009,20200224,44328.395,2110.876
41009,20200225,44653.15,2126.3403
41009,20200226,57339.285,2730.4421
