city,date,sum,mean
41001,20200101,947.22485,9.765204
41001,20200102,1144.224,11.7961235
41001,20200103,1243.097,12.8154335
41001,20200104,1162.186,11.981299
41001,20200105,1165.3881,12.01431
41001,20200106,1176.233,12.126114
41001,20200107,1166.425,12.025001
41001,20200108,989.3,10.198969
41001,20200109,1158.3932,11.942198
41001,20200110,1193.2528,12.301576
41001,20200111,991.56934,10.222364
41001,20200112,973.29663,10.033986
41001,20200113,1101.341,11.354031
41001,20200114,1144.3456,11.797378
41001,20200115,1160.7571,11.966568
41001,20200116,1199.7255,12.368303
41001,20200117,1228.8243,12.668292
41001,20200118,1001.5905,10.325675
41001,20200119,918.6696,9.47082
41001,20200120,1087.9984,11.216478
41001,20200121,1176.0665,12.124397
41001,20200122,1140.1589,11.754216
41001,20200123,1196.3661,12.333671
41001,20200124,1219.0162,12.567178
41001,20200125,1039.6538,10.7180805
41001,20200126,978.6194,10.08886
41001,20200127,1113.3032,11.477353
41001,20200128,1148.3328,11.838482
41001,20200129,1154.5361,11.902434
41001,20200130,1220.4027,12.581471
41001,20200131,1229.1315,12.671458
41003,20200101,35.674053,2.2296283
41003,20200102,43.09337,2.6933355
41003,20200103,46.81709,2.926068
41003,20200104,43.769848,2.7356155
41003,20200105,43.890438,2.7431524
41003,20200106,44.298874,2.7686796
41003,20200107,43.92949,2.745593
41003,20200108,37.258667,2.3286667
41003,20200109,43.627,2.7266874
41003,20200110,44.939873,2.808742
41003,20200111,37.34414,2.3340087
41003,20200112,36.655952,2.290997
41003,20200113,41.478317,2.5923948
41003,20200114,43.097946,2.6936216
41003,20200115,43.71603,2.732252
41003,20200116,45.18364,2.8239775
41003,20200117,46.279556,2.8924723
41003,20200118,37.721554,2.357597
41003,20200119,34.598614,2.1624134
41003,20200120,40.975822,2.560989
41003,20200121,44.29261,2.7682881
41003,20200122,42.940266,2.6837666
41003,20200123,45.05713,2.8160706
41003,20200124,45.910164,2.8693852
41003,20200125,39.155075,2.4471922
41003,20200126,36.856422,2.3035264
41003,20200127,41.928837,2.6205523
41003,20200128,43.248108,2.7030067
41003,20200129,43.481735,2.7176085
41003,20200130,45.96238,2.8726487
41003,20200131,46.29112,2.893195
41005,20200101,7640.6294,146.93518
41005,20200102,9229.689,177.49403
41005,20200103,10027.232,192.83139
41005,20200104,9374.577,180.28033
41005,20200105,9400.405,180.77702
